,title,userName,rating,review,date,isEdited,developerResponse
5402,Пожелание к разработчикам.,Vinokur.83,5,"Здравствуйте, было бы не плохо если бы добавили такую функцию как выбор принятия или отклонения входящих переводов. А то не дай бог кто нибудь переведёт денег, а потом привлекут за взятку, или скажут иноагент, попробуй докажи потом.",2022-02-10 18:28:44,False,
5403,Приложение,pavel198404,5,"Отлично работает, хорошо развиваются сервисы) приятно разработан интерфейс",2022-02-10 17:34:27,False,
5404,Урезали функционал,justausser,2,Пропала функция «Поиск по адресу» для оплаты ЖКХ,2022-02-10 17:36:34,False,"{'id': 28006989, 'body': 'Здравствуйте! Проверили -все на месте. Нужно зайти в ""Платежи"", далее ""Дом"" и ""Поиск по адресу""', 'modified': '2022-02-12T16:02:01Z'}"
5405,Выдаёт техническая ошибка при копировании номера карты,Sergey2221,5,Выдаёт техническая ошибка при копировании карты,2022-02-10 17:12:09,False,
5406,Приложение Сбербанк,PavelSochi,5,"Благодарю за хорошее приложение, удобно работать с финансами!",2022-02-10 13:44:19,False,
5407,Джемма,Джемулька,5,Я так рада что есть вы Сбербанк онлайн спасибо,2022-02-10 11:25:56,False,
5408,Бонусная программа спасибо,белова м в 25081960,1,Бонусная программа стала малопонятна  по начислением бонусов  придуманы какие то задания малопонятные  не только пенсионерам но и  среднему возрасту.  В общем много абсурда и мало бонусов,2022-02-10 12:47:09,False,"{'id': 28005886, 'body': 'Здравствуйте! Уточните, пожалуйста, с чем именно возникли сложности в бонусной программе СберСпасибо? Поделитесь подробностями. Поможем разобраться Отметим, что ответили на часто задаваемые вопросы на нашем сайте: https://spasibosberbank.ru/faq', 'modified': '2022-02-12T14:28:52Z'}"
5409,Балдёж,Sanyo238,5,"Это просто балдёж, больше сказать нечего.",2022-02-10 07:04:39,False,
5410,Каждое последующее обновление хуже,Denisius1249,1,"Зачем делается постоянный редизайн, меняются шрифты, расположение вкладок, на последнем айфоне всё тормозит и работает медленно, ужасное приложение",2022-02-10 08:58:53,False,"{'id': 28005248, 'body': 'Здравствуйте! Мы старались изменить шрифт для удобства читаемости, а также чтобы поддержать стилистику бренда и повысить узнаваемость приложения. Что касается вкладок, расскажите, что именно вам показалось неудобным? Еще хотим заметить, что для стабильной работы приложения необходим устойчивый интернет.', 'modified': '2022-02-12T13:01:29Z'}"
5411,Перевод на Тинькофф банк,@lexsei,1,"Интересно как это так у вас происходит!
Я со своей карты Сбербанка перечислить на свою карту банка Тинькофф не могу , пишет что якобы не правильно указаны реквизиты а жена может)))
Прям мистика какая то",2022-02-10 08:39:46,False,"{'id': 28005105, 'body': 'Здравствуйте! Каким способом пытались перевести: по номеру телефона, карты или по СБП?', 'modified': '2022-02-12T12:40:00Z'}"
5412,Перевод,греф 2,1,Перевод по смс сообщениям через номер 900 не делается. Я возмущена. И это мягко сказано.,2022-02-10 08:34:25,False,"{'id': 28005059, 'body': 'Здравствуйте! Чтобы совершать переводы через СМС, у вас должна быть подключена бесплатная услуга СМС-банк. Если она подключена и не удается отправить СМС на 900, советуем проверить баланс SIM-карты, так как некоторые операторы связи берут дополнительную плату (вне пакета услуг) за отправку таких СМС. Также отметим, что таким способом можно переводить не более 8 000 рублей в сутки', 'modified': '2022-02-12T12:36:50Z'}"
5413,Пять звёзд,Вячеслав-1978,5,Самый лучший Сбербанк,2022-02-10 06:36:26,False,
5414,Отлично,А. Зя,5,"Всегда надёжно и удобно, информативно. Получаю зарплату в другом банке, сразу перевожу.",2022-02-10 05:00:25,False,
5415,Все хуже и хуже…,Zh.Max.Sr,1,"Бонусы спасибо в основном приложении банка не работают (ошибка подключения сети), перейдя в СберСпасибо видишь что бонусы не начисляются уже несколько месяцев.
Куча разных преложений от банка которые между собой ни как не работают",2022-02-10 06:31:53,False,"{'id': 28005018, 'body': 'Здравствуйте! Попробуйте переустановить приложение и проверить его работу, используя стабильный интернет. Что касается бонусов, то они могут не начисляться, если присвоен уровень Спасибо (в этом случае только от партнеров). Уровень присваивается каждый сезон (время года) с 10 числа, исходя из выполненных заданий в прошлом. Возможно, у вас что-то не выполнено.', 'modified': '2022-02-12T12:31:33Z'}"
5416,Ужас,Annetta1996,1,"Банк ужасен, тех поддержка ещё хуже.",2022-02-10 06:00:02,False,"{'id': 28004980, 'body': 'Здравствуйте! Очень жаль, что у вас сложилось такое мнение. Уточните, пожалуйста, что на него повлияло? Поделитесь, пожалуйста, подробностями. Поможем разобраться.', 'modified': '2022-02-12T12:26:18Z'}"
5417,Не доволен,ahmad nejrabi,1,"Такая большая компания и такие проблемы не очень соответсвует имиджу. Очень медленно работает, иногда отказывает, когда снимаю денег  в приложение все ровно ничего не меняется долго.",2022-02-10 05:50:07,False,"{'id': 28004948, 'body': 'Здравствуйте! Медленная работа приложения может быть связана с нестабильным интернетом. Попробуйте перезайти в Сбербанк Онлайн, используя другое соединение (например, Wi-Fi). Если не поможет, очистите кэш и переустановите приложение.', 'modified': '2022-02-12T12:20:32Z'}"
5418,Увеличьте размер шрифта!,асонг,3,"Сделайте поддержку динамических шрифтов или регулировку размера букв и цифр! Людям со слабым зрением пользоваться почти невозможно! Обратите на это внимание, таких людей много!!!",2022-02-10 04:12:01,False,"{'id': 28004930, 'body': 'Здравствуйте! Мы старались изменить шрифт для удобства читаемости, а также поддержать стилистику бренда и повысить узнаваемость приложения. Напишите подробнее, пожалуйста, в каких разделах заметили мелкий шрифт? Постараемся учесть ваши замечания в будущих версиях приложения', 'modified': '2022-02-12T12:15:57Z'}"
5419,«2» дизайнерам приложения,Uptosky,1,Единственное что можно быстро и легко найти в приложении - свою карту и сумму на ней. Остальное просто лабиринт из меню без какой либо структуры.,2022-02-10 04:31:48,False,"{'id': 28004895, 'body': 'Здравствуйте! Стараемся сделать приложение интуитивно понятным. Уточните, пожалуйста, с чем именно возникли сложности? Поделитесь подробностями. Отметим, что в навигации по приложению могут помочь виртуальные ассистенты Салют и строка поиска.', 'modified': '2022-02-12T12:11:15Z'}"
5420,Есть еще что улучшить!,SergeyO,5,"В целом в приложении все здорово устроено. Но уже есть моменты, которые можно сделать лучше:
1. Сама возможность обратной связи по приложению. Такой функции либо нет, либо она хорошо спрятана.
2. То недоразумение, которое называется Ассистент. Он понимает фразы на уровне 3-х летнего ребенка. При этом его ответы дублируются в пуш-уведомлениях на всех устройствах, где есть приложение!!! Зачем это, если я итак на экране диалог веду?
3. Безопасность счетов. Хорошо придумали скрыть часть счетов для видимости в приложении. Но ведь открыть можно там же так же легко. Тогда зачем все это? А если совсем скрыть - то только в банк обращаться. А нельзя было просто в раздел настроек безопасности пускать с доп. подтверждением, например по СМС или биометрии, если уж она внесена в систему?",2022-02-09 15:50:48,True,"{'id': 19535221, 'body': 'Пришлите на zabota@sberbank.ru ФИО, дату рождения, номер телефона, дату и время входа, видео проблемы, а также скрин, где указана версия прошивки и модель телефона. В теме письма укажите «SergeyO. App Store». Все проверим.', 'modified': '2022-02-09T15:50:48Z'}"
5421,Считывание QR кода,Newunicorn,4,"Функция считывания QR кода работает через раз. А именно, проблема заключается в ложном срабатывании. Например, если до этого был считан код, и хочется после него считать другой, то автоматически при открытия окна считывания кода, будет «считан» предыдущий код. Хотя в области считывания кода, кода может и не быть вовсе (могут находиться просто посторонние предметы в объективе). И ещё был случай, когда в область считывания кода помещаю qr код, но он считывает его как совершенно другой, который я использовала до этого очень давно. Можно ли это как-то пофиксить?",2022-02-10 02:37:36,False,
5422,Держат нас за дураков,plenilum,1,Просят данные от карты скамеры,2022-02-10 01:38:43,False,
5423,Реклама задолбала,Helena Motsar,2,Кредиты навязывают,2022-02-10 01:21:39,False,"{'id': 28004693, 'body': 'Здравствуйте! В приложении нет рекламы, только предложения от банка и участников экосистемы. Вы можете их отключить в разделе ""Профиль - Настройки - Персональные предложения"".', 'modified': '2022-02-12T11:44:37Z'}"
5424,Атлаьаьвьвьвьабабабабаб,матвей227,1,"1 звезда потому что при входе просят данные от моей банковской карточки, вы что держите нас за лохов???!?!?!?!",2022-02-09 20:22:15,False,
5425,Сбербанк,хахвхвхвхахахвжылвгсовтьвьв,2,Не загружается при скачивании уже около  часа,2022-02-09 19:41:37,False,"{'id': 28002898, 'body': 'Здравствуйте! Советуем проверить наличие свободного места на телефоне и наличие обновления ПО вашего телефона. Также попробуйте подключиться к сети Wi-Fi и повторить установку.', 'modified': '2022-02-12T09:02:42Z'}"
5426,Помойка,DurovCoin,1,Как был мойкой неудобной так и остался,2022-02-09 18:53:45,False,"{'id': 28002802, 'body': 'Здравствуйте! Напишите, пожалуйста, что именно вам показалось неудобным?', 'modified': '2022-02-12T08:53:15Z'}"
5427,"Не работает , как до обновления",лана240112,1,"После обновления  работает только после перезагрузки телефона, ужасно",2022-02-09 17:49:53,False,"{'id': 28002672, 'body': 'Здравствуйте. Какие сложности или ошибки у вас появляются при использовании приложения?', 'modified': '2022-02-12T08:41:59Z'}"
5428,Убого.,Lerttt,1,"Самый убогий банк, хотите пообщаться с оператором? Хех, до свидания, всем глубоко пофиг на это. Никто не вложил на это денег, даже обучением хороших сотрудников никто не озаботился! Самый стремный банк! Хуже только ОТП.",2022-02-09 17:44:02,False,"{'id': 28002667, 'body': 'Здравствуйте! При обращении в контактный центр советуем кратко описать свой вопрос голосовому помощнику или чат-боту. Например, если нужно разблокировать карты, то так и скажите ""разблокировать карту"". Помощник даст рекомендации. Если они не помогли ранее, то предложит соединить со специалистом', 'modified': '2022-02-12T08:40:38Z'}"
5429,Жалею что пользуюсь этим банком,Sergy_Ay,1,"Запутанный интерфейс, комиссии за переводы, сбп где-то спрятан, как нарочно, почему автоматически не сделать переводы без процентов, не понятно. Уже который раз хочу отказатьс от услуг, все руки не доходят, но похоже настал тот час.",2022-02-09 17:08:27,False,"{'id': 28002605, 'body': 'Здравствуйте! Если вы имеете в виду перевод другому клиенту СберБанка, то в месяц вы можете перевести до 50 000 рублей без комиссии (через СберБанк Онлайн или СМС-банк). Чтобы переводить больше и не платить комиссию, рекомендуем подключить подписку. Напишите, что показалось непонятным в интерфейсе, поможем разобраться.', 'modified': '2022-02-12T08:33:42Z'}"
5430,Все уведомления без входа приложение,😊Olga,3,"Добрый день, сегодня обнаружила очень странную, с точки зрения безопасности функцию в приложении Сбербанк: нажимая кнопку а иконку в телефоне, без входа в приложение, внизу экрана есть меню и там присутствуют вкладки: Вход, Уведомления, На карте, Оплата и Сменить.
Нажимаем на Уведомления и… видим все Уведомления от Сбербанка, в том числе с остатком по карте и суммами оплат. То есть любой, у кого будет доступ к телефону, может увидеть все мои операции в Сбербанке?!",2022-02-09 15:52:15,False,"{'id': 28002159, 'body': 'Здравствуйте. В настройках приложения можно скрыть отображение уведомлений, до входа в приложение. Выберите раздел ""Безопасность"" в настройках программы и включите пункт ""Скрыть ленту уведомлений до входа в приложение"".', 'modified': '2022-02-12T07:40:13Z'}"
5431,Все прекрасно работает,надя н.,5,Отличное приложение,2022-02-09 14:44:44,False,
5432,Большое спасибо и всего доброго.,Активные пользователи,5,"Большое спасибо руководству, всем службам и сотрудникам Сбербанка за внимание к клиентам, в том числе и посредством внедрения новых технологий. Всего вам доброго!",2022-02-09 14:16:08,True,"{'id': 14645991, 'body': 'Благодарим за такой приятный отзыв! 💚', 'modified': '2022-02-09T14:16:08Z'}"
5433,Пищит нет интернета,holsten$,5,"На se не возможно войти в приложение , пишет нет соединения с интернетом. На других iPhone все работает . Что-то лажа какая-то…. Дополняю отзыв , все заработало. Приношу извинения, не все галочки были включены. Спасибо.",2022-02-09 11:42:41,True,"{'id': 27916942, 'body': 'Здравствуйте! Странно, такого быть не должно. Советуем переустановить приложение, обновить ОС телефона (при наличии обновлений) и проверить работу еще раз. Сообщите, пожалуйста, результат.', 'modified': '2022-02-09T11:42:41Z'}"
5434,РНН,RussoRussoRusso,1,Не работает сбп пятый день,2022-02-09 12:16:49,False,"{'id': 28001420, 'body': 'Здравствуйте. Пришлите, пожалуйста, на zabota@sberbank.ru ваши ФИО, дату рождения, последние 4 цифры карты, дату/сумму отказной операции, номер телефона и банк получателя, и приложите подтверждающие проблему скрины/видео с пояснениями. В теме письма укажите «39316702 AppStore». Мы всё проверим.', 'modified': '2022-02-12T06:27:57Z'}"
5435,Лучшее банковской приложение,PavelOkrema,5,"Очень понравилась фича, когда ввел свой номер телефона для пополнения но ошибся в одной цифре и выскочило предупреждение, что номер похож на мой но не совпадает. Оч круто!",2022-02-09 11:30:08,False,
5436,Не отображается прогноз в расходах/зачислениях Ю,vovan1311,5,"Добрый день. Перестала появляться информация о прогнозе сколько средств будет получено/потрачено в любом месяце, в текущем/будущем или прошлых. В чем причина может быть?",2022-02-09 09:20:30,False,
5437,Не нравится,Rustam014,1,Информация о кредитном карточке не верная!,2022-02-09 10:38:36,False,"{'id': 28001150, 'body': 'Здравствуйте! Пришлите на zabota@sberbank.ru ваши ФИО, дату рождения, номер телефона, скриншоты экрана, где указана неверная информация, а также путь, как вы туда попали. В теме письма укажите ""Rustam014 AppStore""', 'modified': '2022-02-12T05:58:52Z'}"
5438,Всё сломалось?,454136,1,"1. Невозможно узнать полные реквизиты карты! Просто белый экран при нажатии на «реквизиты и выписки»

2. Выдает постоянно ошибку при попытке отключить смс-уведомление по карте, как-будто специально…

3. Сервис «свое дело» засунули с самую *опу и естественно в ручную чеки не создаются!

4. Пропали многие шаблоны по которым оплачивала коммуналку.
В общем беда какая-то печальная с приложением…",2022-02-09 09:23:58,False,"{'id': 28000951, 'body': 'Здравствуйте! Попробуйте переустановить приложение, затем проверьте получение реквизитов счета карты и отключение СМС-уведомлений. Сервис ""Своё дело"", если он подключен, доступен на главном экране. В настройках приложения вы можете поменять местами разделы на главном экране. Вручную чеки создавать можно: для этого зайдите в Своё дело, перейдите в раздел ""Создать чек"". Функционал шаблонов постепенно отключается. Советуем воспользоваться сервисом ""Мои операции"" вверху раздела ""Платежи"". После оплаты там будет создана карточка получателя с реквизитами. При необходимости вы можете удалить карточку или изменить ее', 'modified': '2022-02-12T05:28:58Z'}"
5439,Всё для людей!,Умайра,5,Удобно очень и быстро… хоть стали думать немного о людях!,2022-02-09 08:01:17,False,
5440,Отлично работает,Tubollettii,5,Шикарно продумали все мелочи!,2022-02-09 06:33:30,False,
5441,Касательно истории платежей,парллон₽итть,4,"Мне надо оплатить услуги Ростелекома(телефон,интернет,каб.телевидение).Захожу в историю платежей ,нахожу платежи Ростелекома месяц назад,выбираю услугу и повторяю платеж.Когда платеж выполнен  появляется поле «Вернуться на главный».И мне заново надо заходить в «историю» и находить следующий ранее уплаченный платеж в Ростелеком
Можно ли добавить в моем случае после выполнения платежа и поле вернуться в «историю»?",2022-02-09 07:57:19,True,"{'id': 21089014, 'body': 'Это можно сделать и сейчас. После выбора платежа нажмите назад и вернётесь обратно в историю.', 'modified': '2022-02-09T07:57:19Z'}"
5442,Проблема!!! Сбой приложения???,doc586,1,"Всё устраивало до определенного момента. В приложении списали штраф два раза, присвоив его к двум разным автомобилям, на которые подключен автоплатеж. В техподдержке никак не смогли это объяснить, говорят: а что вы хотели, у вас же автоплатеж подключен на два автомобиля?
Нужно удалить один!!!
У меня встречный вопрос: а как до этого всё работало??? А если у меня три или четыре автомобиля? Как быть? А если бы я не обратил внимания на эти списания? Просто сумма была 2500₽  А теперь вот думаю, а может это и не впервый раз?",2022-02-09 07:56:51,False,"{'id': 28000849, 'body': 'Здравствуйте! Пришлите на zabota@sberbank.ru ваши ФИО, дату рождения, номер телефона, название автоплатежа, последние 4 цифры номера карты оплаты, даты и суммы списания, скриншот из истории операций. В теме письма укажите ""doc586 AppStore"". Проверим', 'modified': '2022-02-12T05:13:45Z'}"
5443,Не ведитесь,Виталий4689522,1,"Просит данные карты ввести, думаете мы тупые?",2022-02-09 07:46:49,False,
5444,Спасибо большое 😊 ❤️💋🤲🏼,Эвилина🔥🔥🔥,5,Воинска быстрого рягиревони ❤️💋👍🏻👍🏻👍🏻👍🏻👍🏻,2022-02-09 04:29:32,False,
5445,После обновы все хуже,crestoforcolymb,1,"Бесконечно грузит карту и я не могу узнать какой баланс 
Добавили кучу бесполезный функций которые только мешаются
Не понятно зачем сделали обход Джейлбрейка
Ведь его можно легко обойти
Лучше перейду на альфа банк",2022-02-09 06:32:35,False,"{'id': 28000828, 'body': 'Здравствуйте! Долгая загрузка может быть при нестабильном интернете. Попробуйте подключиться к другой сети, чтобы проверить это (мобильные сети, wi-fi). Если не поможет, очистите кэш, переустановите приложение.', 'modified': '2022-02-12T05:09:30Z'}"
5446,"Все хорошо, НО",Крошка-пельмешка,4,"Умоляю добавьте пожалуйста кнопку отключения заставки на входе в приложение, это очень долго, неудобно и мешает😢 а так хорошее  приложение",2022-02-09 05:28:56,False,
5447,"Не работает на айфоне 6. Старая версия самоудалилась, а новая не поддерживается. Как быть?",денис ррроо,1,"Не работает на айфоне 6. Старая версия самоудалилась, а новая не поддерживается. Как быть?  Работаем с Тиньковым. Вам не нужны клиенты?",2022-02-09 05:12:21,False,"{'id': 28000692, 'body': 'Здравствуйте! На iOS 12 должна быть доступна версия приложения 12.3. Более поздние версии будут доступны, начиная с iOS 13. Если вы не можете скачать приложение версии 12.3, советуем обратиться для уточнения в поддержку AppStore', 'modified': '2022-02-12T04:32:21Z'}"
5448,Ошибка в приложении,marinellushka,3,"Приложение не работает на Мальдивах, ни через wifi, а он нормальный здесь ни через сеть, которая тоже есть!",2022-02-09 04:33:59,False,"{'id': 28000438, 'body': 'Здравствуйте! Приложением можно пользоваться в любой стране. Сложности могут возникать из-за ограничений сети. Уточните, какая ошибка возникает при входе? Если используете VPN, попробуйте отключить его и войти', 'modified': '2022-02-12T03:50:03Z'}"
5449,Афигели,Максим Дазиденко,5,"Просят данные карты , вы там что , совсем за дураков держите????",2022-02-08 17:13:23,False,
5450,Здравствуйте!,роман 6105,1,"Полное безобразие. Хотел получить деньги, заранее заказал, мало того что не дали, якобы нашли мошенников и заблокировали дебетовую карту. Деньги положил, а получить невозможно. С вашим банком больше не буду связываться, а все операции серьезного характера буду проводить через другое кредитное учреждение.",2022-02-08 22:27:12,False,"{'id': 27997630, 'body': 'Здравствуйте! Нужно разбираться. Пришлите на zabota@sberbank.ru ваши ФИО, дату рождения, номер телефона, последние 4 цифры карты, дату ситуации, адрес офиса, если обращались, другие важные подробности. В теме письма укажите «роман 6105 google». Всё проверим.', 'modified': '2022-02-11T20:33:05Z'}"
5451,Верните старую версию!!!,oks7532,1,"Айфон 6, версия 12 максимальная,приложение запрашивает 13 версию. Не могу бонусы посмотреть,и приложение в целом тупит. Вам многие об этом писали вам все равно??? Верните старую версию!!!",2022-02-08 21:41:39,False,"{'id': 27997164, 'body': 'Здравствуйте! Для iOS 12 последняя доступная версия приложения - 12.3. Если не получается ее установить, рекомендуем написать в поддержку AppStore. Вы также можете пользоваться веб-версией через браузер вашего устройства без каких-либо ограничений. Отметим, что все актуальные обновления доступны с версии iOS 13.', 'modified': '2022-02-11T19:39:42Z'}"
5452,Просят номер карты!!!,zexy_swam,1,Приложение мошенников!!!! Просят ввести номер моей карты,2022-02-08 17:44:16,False,
5453,Приложение,Alex Tyumen,5,Отличное приложение!,2022-02-08 14:08:48,False,
5454,Отзыв,slava glinskiy,1,Почему стали брать комиссию за оплату света газа мусора?,2022-02-08 16:11:39,False,"{'id': 27990759, 'body': 'Здравствуйте! На размер комиссии влияет договор между банком и получателем. Отметим, что вы можете оформить подписку, чтобы отменить комиссию. Подробнее: https://www.sberbank.ru/ru/person/remittance/beznal_cc_rus?tab=subscriptions', 'modified': '2022-02-11T12:45:48Z'}"
5455,Баланс,maxhas600,3,Не получается его рерактиповп,2022-02-08 15:22:18,False,"{'id': 27990015, 'body': 'Здравствуйте! Не совсем поняли вопрос, расскажите, пожалуйста, подробнее', 'modified': '2022-02-11T12:10:04Z'}"
5456,"Где карту выпустили, там ее номер и переписывайте",tol-mar,1,"Внезапно выяснилось, что Сбер все тот же Сбер, что и в ставшей крылатой фразе. Если карта планово перевыпускается, и срок заканчивается аж через 2 месяца (!), то пользоваться ей нормально все равно нельзя. Из-за какого-то внутреннего статуса (кухня, к которой клиент не должен иметь отношения, тем более страдать) исчезает возможность скопировать (или даже посмотреть) данные собственной карты (даже несмотря на то, что ее номер остаётся прежним!). Поддержка предлагает как единственное решение - списывать циферки вручную с пластика в течение пары месяцев (нуачетакова), даже если вы постоянно пользуетесь картой и чем чаще, тем вас обижают ещё больше (в моем случае несколько раз в день). Отказываются даже отправить как заявку на доработку (за пределами моего понимания в век цифровизации), хотя технически это проще простого.",2022-02-08 14:40:31,False,"{'id': 27989480, 'body': 'Здравствуйте. Проверьте, пожалуйста, не появилось ли в приложении кнопки ""Активировать карту"". Ваше замечание передали команде разработчиков 👌', 'modified': '2022-02-11T11:46:26Z'}"
5457,Ужас,santa klays),2,"Списали деньги не кто незнает куда обещали разобраться после часа переговоров 
+ смс информирование было на 3 номера 😡
Отключили только 1 который мневообще не известен
Сейчас приходят мне и бывшей жене ….
Ни в сбере ни погорячей линии его не видят попросили ее скриншот",2022-02-08 12:33:03,False,"{'id': 27988102, 'body': 'Здравствуйте. Хотим во всём разобраться. Пришлите, пожалуйста, на почту zabota@sberbank.ru ваши ФИО, дату рождения, последние 4 цифры карты, с которой списали деньги, даты/время и суммы операций по МСК, номера телефонов, на которые приходят СМС, и какие номера телефонов нужно оставить, а также номер обращения в формате ХХХХХХ-ХХХХ-ХХХХХХ. Тема письма: ""39314132 appstore"".', 'modified': '2022-02-11T10:34:58Z'}"
5458,Ошибка,Татьяна 177,1,Не могла перевести деньги. Не выбирался перечень контактов,2022-02-08 13:04:29,False,"{'id': 27988512, 'body': 'Здравствуйте! Ранее такой проблемы не наблюдалось. Рекомендуем очистить кэш, подключиться к другой сети и всё проверить. Если не поможет, то переустановите приложение.', 'modified': '2022-02-11T10:58:32Z'}"
5459,Ужас !!! Списывание по не реальным задолженностям!!!,Псевдоним АЙ,1,Уйду из вашего банка!!!,2022-02-08 13:01:56,False,"{'id': 27988569, 'body': 'Здравствуйте. Если вы имете в виду списание по взысканию или судебному приказу, то банк обязуется исполнять их согласно действующему законодательству РФ. При несогласии с исполнительным документом или решением суда, рекомендуем обращаться к приставам или в судебный участок.', 'modified': '2022-02-11T11:01:50Z'}"
5460,Приложением,gang tututututu,5,доволен,2022-02-08 06:43:15,False,
5461,Диалоги,emv_32,1,Не работают диалоги. Все время грузится !!!,2022-02-08 11:26:23,False,"{'id': 27986073, 'body': 'Здравствуйте. Такое возможно и мы уже работаем над устранением. Простите 😞', 'modified': '2022-02-11T09:00:51Z'}"
5462,Не появляются,добро 1727,1,При обновлении страницы не появляются зачисленные средства нужно полностью закрывать приложение и открывать заново. Пусть посмотрят как работает у других работают банковские приложения. Такое только здесь.,2022-02-08 10:37:22,False,"{'id': 27985877, 'body': 'Здравствуйте. Мы знаем об этом и уже работаем над исправлением 🙏', 'modified': '2022-02-11T08:50:43Z'}"
5463,Обновление,сам потомучто,1,Зачем навязывать обновления?,2022-02-08 09:24:04,False,"{'id': 27985048, 'body': 'Здравствуйте! Обновления нужны для улучшения сервиса и выходят 1-2 раза в месяц. Попробуйте включить автообновление в Play Market, чтобы не отвлекаться на загрузку.', 'modified': '2022-02-11T08:05:07Z'}"
5464,Рабочий стол,olga1712022,1,"Бесит что скрыты цифры! Зачем их шифровать 
Могу я сама это решать в своём лк?",2022-02-08 09:11:38,False,"{'id': 27985007, 'body': 'Здравствуйте! Если вы про отображение баланса, то рекомендуем смахнуть кошелёк вправо и баланс будет отображаться😊', 'modified': '2022-02-11T08:02:21Z'}"
5465,Уведомления,Xenia_T,4,"На iPhone 12 Pro max push-уведомления перестали отображать информацию. Приходит уведомление, нажимаю на него и открывается просто пустое поле. Раньше всё работало.",2022-02-08 07:42:42,False,
5466,Лучшие!,Nodesta25,5,"Все отлично всегда, отличное приложение!",2022-02-07 17:20:04,False,
5467,Тормознутое приложение с кучей мусора,x715x_Angron,1,"Не работает нормально, вечно оттормаживается. Долго грузится, гора не нужного контента и всяких продуктов не несущих выгоды клиенту, не рекомендую в принципе, 1/5 моя оценка.",2022-02-08 06:27:16,False,"{'id': 27983612, 'body': 'Здравствуйте! Для быстрой работы приложения нужен хороший интернет. Попробуйте сменить сети с сотовой на Wi-Fi или наоборот с Wi-Fi на 3G\\4G\\ и почистить кэш. Если не поможет, то переустановите приложение. Наполняя приложение дополнительными функциями, мы учитываем потребности клиентов, ведь это удобно, когда все в одном месте😊', 'modified': '2022-02-11T07:13:52Z'}"
5468,Работоспособность,ЕН2022,2,В последние месяцы ужасно работает приложение. Система быстрых платежей постоянно не работает! В других банках таких проблем нет.,2022-02-08 06:25:50,False,"{'id': 27983366, 'body': 'Здравствуйте. Расскажите, пожалуйста, подробнее, какие сложности возникают при работе с СБП? Если появляется ошибка, напишите её текст.', 'modified': '2022-02-11T07:00:57Z'}"
5469,Почему не сделайте отдельное скрытие счетов - вкладов?,Dmitryka,3,"Нужно скрытие каждого вклада!
Вклады, как и другие счета нужны для хранения денег, не для частых операций.
А приложением приходится пользоваться часто, например скидывая кому-либо ""на чай"".
Почему любой может случайно или намеренно увидеть сколько на каком счету лежит?
Очевидная недоделка.

В банкоматах эта функция реализована, а в приложении почему нет?",2022-02-07 23:28:56,False,"{'id': 27982095, 'body': 'Спасибо за ваше предложение, подумаем над добавлением 👌 Можно скрыть отображение вклада в приложении, для этого нажмите на него, потом ""Действия"" - ""Скрыть"". Также можно свернуть раздел ""Вклады и счета"".', 'modified': '2022-02-11T05:48:39Z'}"
5470,Не просматривается Push  уведомление.,Evgen860,2,Не просматривается Push  уведомление.,2022-02-07 20:09:13,False,"{'id': 27980828, 'body': 'Здравствуйте. Push можно проверить в приложении до ввода 5-значного кода. Для этого нужно нажать на ""Уведомления"" перед вводом кода. Если там ничего не отображается, рекомендуем проверить, не включено ли в настройках профиля, в разделе ""Безопасность"" - ""Скрыть ленту уведомлений до входа"".', 'modified': '2022-02-11T03:41:01Z'}"
