team_home,team_away,home_goals_avg,away_goals_avg,home_wins_pct,away_wins_pct,outcome
Team4,Team22,2.2,2.09,0.85,0.31,2
Team49,Team43,2.47,1.85,0.49,0.38,2
Team4,Team21,2.34,2.15,0.79,0.38,2
Team24,Team44,1.99,1.34,0.79,0.78,2
Team23,Team12,0.79,2.92,0.88,0.51,0
Team49,Team21,0.92,2.98,0.64,0.51,0
Team4,Team28,1.14,2.16,0.55,0.88,0
Team43,Team44,1.86,2.8,0.84,0.57,0
Team41,Team28,1.48,1.47,0.47,0.46,1
Team3,Team22,1.17,1.32,0.7,0.48,1
Team28,Team26,0.9,1.28,0.36,0.31,0
Team17,Team24,2.44,2.49,0.62,0.49,1
Team28,Team3,2.34,2.0,0.69,0.31,2
Team11,Team38,0.67,1.42,0.54,0.3,0
Team31,Team26,2.65,0.89,0.57,0.54,2
Team15,Team42,1.72,0.89,0.52,0.5,2
Team1,Team3,0.77,1.08,0.87,0.87,0
Team27,Team30,0.54,0.9,0.9,0.41,1
Team3,Team19,0.55,2.01,0.47,0.82,0
Team39,Team8,2.22,2.19,0.43,0.32,1
Team45,Team47,2.53,1.89,0.87,0.6,2
Team11,Team48,1.4,1.45,0.55,0.63,1
Team9,Team50,1.62,1.6,0.35,0.73,0
Team12,Team22,0.99,1.53,0.44,0.65,0
Team34,Team25,1.62,1.84,0.42,0.39,1
Team45,Team2,1.58,1.53,0.32,0.6,1
Team8,Team15,1.9,2.27,0.41,0.45,0
Team46,Team19,2.87,0.84,0.6,0.43,2
Team7,Team17,1.75,1.98,0.39,0.54,0
Team23,Team20,3.0,2.97,0.83,0.54,2
Team50,Team28,1.54,2.12,0.49,0.66,0
Team33,Team45,0.56,2.48,0.31,0.48,0
Team22,Team17,1.44,0.66,0.85,0.55,2
Team17,Team29,1.37,2.07,0.77,0.69,0
Team44,Team37,2.76,2.66,0.7,0.43,2
Team37,Team34,1.77,2.29,0.8,0.75,0
Team19,Team8,0.66,0.58,0.46,0.84,1
Team36,Team17,2.21,2.25,0.74,0.87,1
Team44,Team12,2.06,2.16,0.43,0.69,0
Team11,Team14,0.88,2.52,0.61,0.89,0
Team9,Team7,1.7,1.62,0.37,0.56,1
Team47,Team28,0.9,1.21,0.44,0.74,0
Team12,Team37,0.76,0.81,0.36,0.67,0
Team37,Team17,0.93,2.89,0.81,0.44,0
Team25,Team22,1.73,0.55,0.7,0.61,2
Team26,Team44,2.51,2.48,0.38,0.54,1
Team17,Team48,1.14,1.16,0.63,0.55,1
Team6,Team17,2.93,1.08,0.76,0.5,2
Team42,Team30,2.64,1.27,0.7,0.64,2
Team8,Team24,1.74,2.33,0.35,0.7,0
Team5,Team17,0.64,0.85,0.73,0.56,1
Team48,Team2,1.75,1.71,0.39,0.76,0
Team44,Team40,1.35,0.87,0.63,0.75,2
Team20,Team14,2.42,0.6,0.37,0.42,2
Team16,Team7,2.61,1.37,0.69,0.73,2
Team47,Team36,1.29,1.65,0.44,0.68,0
Team6,Team49,2.92,2.26,0.38,0.55,2
Team32,Team46,1.84,2.6,0.65,0.34,0
Team27,Team39,1.78,2.86,0.33,0.6,0
Team40,Team30,2.46,1.38,0.48,0.64,2
Team25,Team2,0.55,2.33,0.86,0.69,0
Team32,Team21,0.65,1.81,0.6,0.39,0
Team24,Team45,1.6,2.99,0.55,0.66,0
Team46,Team41,1.64,1.1,0.8,0.77,2
Team46,Team11,2.24,1.54,0.64,0.69,2
Team23,Team18,2.79,0.83,0.7,0.3,2
Team11,Team12,0.74,1.33,0.52,0.43,0
Team49,Team45,1.61,0.59,0.49,0.79,2
Team38,Team6,2.25,1.28,0.36,0.46,2
Team34,Team27,2.95,1.73,0.31,0.38,2
Team41,Team8,1.95,0.69,0.87,0.52,2
Team13,Team4,2.39,2.02,0.68,0.68,2
Team8,Team13,1.88,2.97,0.74,0.77,0
Team14,Team6,1.04,0.71,0.59,0.61,2
Team32,Team12,1.61,1.93,0.62,0.32,1
Team37,Team25,2.57,0.89,0.66,0.66,2
Team6,Team26,0.81,2.95,0.54,0.44,0
Team34,Team6,2.17,2.02,0.69,0.35,2
Team8,Team41,1.42,2.39,0.88,0.37,0
Team46,Team22,2.53,1.17,0.43,0.8,2
Team13,Team29,1.89,1.2,0.54,0.4,2
Team34,Team7,2.43,2.69,0.32,0.64,0
Team50,Team42,2.63,1.16,0.61,0.57,2
Team25,Team26,2.15,1.98,0.74,0.64,1
Team43,Team23,0.79,1.99,0.46,0.35,0
Team20,Team34,1.89,1.32,0.73,0.69,2
Team28,Team46,2.39,2.12,0.68,0.63,2
Team12,Team32,1.44,2.86,0.79,0.65,0
Team1,Team30,1.01,1.35,0.59,0.48,1
Team12,Team22,2.48,1.43,0.64,0.33,2
Team50,Team15,1.13,2.22,0.81,0.64,0
Team48,Team50,1.51,0.9,0.37,0.76,1
Team14,Team18,0.71,0.63,0.45,0.34,1
Team6,Team34,2.0,1.23,0.71,0.78,2
Team28,Team23,1.83,0.75,0.82,0.6,2
Team38,Team7,0.81,0.6,0.47,0.45,1
Team19,Team9,0.55,1.8,0.54,0.65,0
Team22,Team13,2.09,2.96,0.38,0.56,0
Team18,Team2,1.54,2.16,0.59,0.61,0
Team28,Team37,2.98,2.82,0.48,0.37,1
Team14,Team41,1.94,2.88,0.82,0.44,0
Team46,Team23,1.95,2.86,0.79,0.75,0
Team16,Team17,0.95,2.56,0.47,0.86,0
Team9,Team35,1.17,1.79,0.36,0.7,0
Team24,Team7,2.3,1.81,0.33,0.86,1
Team13,Team24,2.36,2.49,0.75,0.56,1
Team45,Team5,2.06,2.64,0.78,0.32,1
Team24,Team18,0.76,2.0,0.82,0.37,0
Team23,Team22,1.45,1.94,0.78,0.49,1
Team42,Team23,0.84,1.23,0.39,0.79,0
Team5,Team46,1.16,2.26,0.78,0.44,0
Team48,Team1,2.06,1.91,0.54,0.69,1
Team44,Team48,2.72,1.67,0.69,0.84,2
Team1,Team39,2.9,1.54,0.66,0.73,2
Team20,Team17,1.11,2.37,0.61,0.46,0
Team46,Team28,1.88,2.15,0.49,0.59,0
Team18,Team41,1.51,1.0,0.88,0.61,2
Team24,Team39,1.53,1.39,0.54,0.55,1
Team2,Team40,1.86,1.74,0.38,0.6,1
Team45,Team44,0.82,2.83,0.66,0.7,0
Team37,Team34,2.77,2.09,0.76,0.52,2
Team35,Team29,1.19,1.84,0.51,0.38,0
Team36,Team7,1.6,0.58,0.76,0.67,2
Team20,Team3,1.87,1.98,0.86,0.31,2
Team3,Team1,0.98,0.92,0.41,0.7,1
Team9,Team14,0.5,2.88,0.79,0.84,0
Team36,Team10,2.52,2.59,0.36,0.74,0
Team48,Team3,1.76,1.53,0.83,0.38,2
Team48,Team14,2.83,0.69,0.6,0.71,2
Team19,Team36,1.96,2.77,0.87,0.34,1
Team35,Team32,1.99,1.3,0.57,0.45,2
Team45,Team44,0.73,1.97,0.62,0.46,0
Team43,Team19,1.75,1.8,0.57,0.45,1
Team25,Team43,0.75,2.39,0.43,0.33,0
Team24,Team44,0.89,2.06,0.5,0.38,0
Team44,Team49,0.54,2.6,0.61,0.38,0
Team46,Team18,1.62,0.97,0.46,0.62,2
Team27,Team41,1.5,2.29,0.83,0.43,0
Team30,Team26,1.11,0.92,0.76,0.38,2
Team23,Team30,1.77,2.22,0.68,0.79,0
Team19,Team11,1.92,2.89,0.49,0.43,0
Team8,Team5,2.4,1.06,0.35,0.79,2
Team4,Team37,2.11,1.19,0.9,0.84,2
Team36,Team39,2.56,2.54,0.86,0.8,1
Team29,Team14,2.02,1.67,0.68,0.78,1
Team13,Team47,1.67,1.93,0.57,0.7,0
Team5,Team7,2.5,2.86,0.36,0.46,0
Team31,Team21,2.62,1.76,0.75,0.38,2
Team26,Team2,2.33,0.91,0.51,0.46,2
Team38,Team32,2.27,1.42,0.63,0.36,2
Team17,Team8,2.12,2.31,0.43,0.83,0
Team2,Team6,1.57,0.96,0.87,0.75,2
Team7,Team15,2.76,1.35,0.53,0.84,2
Team27,Team30,0.84,1.42,0.73,0.4,1
Team6,Team2,2.24,1.36,0.72,0.83,2
Team9,Team3,0.65,3.0,0.75,0.82,0
Team16,Team49,1.9,1.07,0.79,0.48,2
Team9,Team45,0.95,2.34,0.41,0.37,0
Team25,Team39,2.27,0.63,0.34,0.78,2
Team2,Team15,1.11,2.04,0.57,0.68,0
Team42,Team48,0.7,2.44,0.6,0.64,0
Team46,Team27,2.69,1.24,0.31,0.48,2
Team39,Team1,2.04,0.62,0.83,0.79,2
Team45,Team10,1.35,0.68,0.65,0.73,2
Team27,Team22,1.22,2.41,0.62,0.38,0
Team23,Team49,1.49,0.95,0.8,0.31,2
Team31,Team10,0.53,0.74,0.48,0.33,1
Team23,Team39,0.72,2.25,0.33,0.34,0
Team7,Team30,2.74,2.1,0.76,0.38,2
Team6,Team46,0.52,1.03,0.67,0.53,0
Team13,Team31,0.58,3.0,0.67,0.64,0
Team20,Team35,1.18,2.81,0.51,0.7,0
Team17,Team49,1.24,2.31,0.44,0.3,0
Team48,Team49,0.93,0.76,0.44,0.53,1
Team20,Team13,0.61,2.93,0.73,0.49,0
Team36,Team8,2.07,0.87,0.41,0.82,2
Team10,Team26,2.56,1.26,0.89,0.35,2
Team26,Team21,1.62,1.62,0.57,0.46,1
Team30,Team46,2.77,1.78,0.52,0.58,2
Team8,Team49,2.71,1.02,0.85,0.79,2
Team16,Team7,2.7,1.2,0.36,0.37,2
Team24,Team29,2.04,2.51,0.84,0.67,1
Team17,Team47,0.97,0.75,0.52,0.6,1
Team24,Team48,1.37,0.95,0.69,0.58,2
Team39,Team38,1.57,2.89,0.43,0.61,0
Team18,Team49,2.95,1.86,0.87,0.41,2
Team14,Team1,1.22,0.9,0.63,0.62,2
Team18,Team17,2.06,0.97,0.58,0.73,2
Team17,Team43,1.73,2.92,0.8,0.47,0
Team26,Team29,1.66,2.95,0.4,0.51,0
Team34,Team23,2.91,0.89,0.44,0.44,2
Team33,Team11,2.09,2.44,0.32,0.66,0
Team19,Team37,1.36,1.37,0.58,0.5,1
Team5,Team24,1.54,1.63,0.8,0.36,2
Team1,Team4,1.34,1.27,0.86,0.45,2
Team33,Team43,1.19,1.77,0.77,0.83,0
Team20,Team8,1.96,1.12,0.7,0.73,2
Team26,Team34,1.6,2.61,0.59,0.49,0
Team1,Team12,0.89,1.02,0.71,0.51,1
Team42,Team18,0.89,1.13,0.39,0.87,0
Team16,Team6,1.34,0.54,0.39,0.55,2
Team24,Team28,1.52,1.39,0.77,0.61,1
Team40,Team6,2.35,1.49,0.46,0.53,2
Team21,Team10,1.1,1.5,0.31,0.76,0
Team34,Team40,2.13,2.43,0.79,0.6,1
Team39,Team8,2.25,1.12,0.84,0.36,2
Team1,Team35,2.65,2.22,0.86,0.73,2
Team39,Team21,1.2,1.68,0.85,0.53,1
Team32,Team36,2.51,1.57,0.44,0.9,2
Team40,Team19,2.61,2.22,0.48,0.85,1
Team10,Team3,2.5,2.8,0.66,0.78,0
Team35,Team24,0.98,2.17,0.36,0.6,0
Team2,Team22,1.54,2.58,0.89,0.49,0
Team37,Team23,1.78,2.89,0.59,0.72,0
Team24,Team27,1.43,2.76,0.85,0.86,0
Team6,Team22,1.5,2.68,0.52,0.66,0
Team49,Team14,0.64,1.53,0.65,0.54,0
Team19,Team20,1.79,2.21,0.69,0.55,1
Team36,Team2,2.87,0.67,0.6,0.5,2
Team23,Team13,0.56,1.28,0.79,0.63,0
Team26,Team27,1.21,1.25,0.53,0.8,0
Team49,Team35,1.6,1.48,0.81,0.56,2
Team3,Team41,1.81,0.79,0.54,0.42,2
Team7,Team12,2.78,1.76,0.88,0.86,2
Team46,Team10,1.75,0.85,0.43,0.69,2
Team40,Team13,1.7,0.54,0.74,0.34,2
Team25,Team11,2.48,0.83,0.61,0.77,2
Team8,Team47,0.91,1.34,0.63,0.65,0
Team16,Team37,0.85,2.37,0.58,0.77,0
Team6,Team20,2.01,2.22,0.31,0.49,0
Team8,Team39,0.58,2.63,0.71,0.46,0
Team42,Team14,1.27,0.59,0.86,0.51,2
Team4,Team2,1.73,2.42,0.43,0.46,0
Team10,Team1,0.67,2.1,0.86,0.3,0
Team9,Team13,2.14,2.33,0.51,0.79,0
Team32,Team6,2.39,1.17,0.59,0.79,2
Team34,Team19,1.83,1.79,0.45,0.32,1
Team36,Team17,2.76,0.6,0.56,0.33,2
Team50,Team20,2.15,2.12,0.32,0.3,1
Team9,Team21,1.79,0.54,0.46,0.61,2
Team38,Team1,2.84,1.32,0.38,0.44,2
Team9,Team31,2.93,1.67,0.48,0.56,2
Team35,Team7,2.06,2.97,0.62,0.37,0
Team14,Team19,1.13,2.44,0.87,0.72,0
Team12,Team26,1.65,1.41,0.51,0.68,1
Team10,Team22,2.2,1.0,0.6,0.77,2
Team18,Team45,1.5,1.41,0.31,0.45,1
Team28,Team1,2.01,2.79,0.33,0.39,0
Team16,Team42,2.32,2.53,0.82,0.89,1
Team42,Team12,2.47,2.54,0.35,0.67,0
Team50,Team28,2.11,2.93,0.33,0.64,0
Team47,Team15,1.7,0.7,0.64,0.5,2
Team6,Team38,2.62,1.8,0.86,0.78,2
Team39,Team42,2.11,1.34,0.32,0.47,2
Team43,Team28,1.01,2.28,0.65,0.4,0
Team13,Team24,0.65,1.43,0.73,0.63,0
Team17,Team41,1.91,1.41,0.86,0.33,2
Team16,Team13,2.73,2.51,0.41,0.48,1
Team12,Team15,2.98,2.5,0.75,0.78,2
Team13,Team30,2.2,2.58,0.32,0.31,0
Team47,Team14,0.87,1.9,0.85,0.53,0
Team16,Team21,1.43,0.55,0.38,0.75,2
Team30,Team35,1.16,2.87,0.52,0.84,0
Team48,Team32,1.86,0.55,0.61,0.68,2
Team27,Team36,1.95,2.12,0.71,0.77,1
Team36,Team45,1.92,2.95,0.84,0.87,0
Team23,Team15,2.47,2.05,0.35,0.79,1
Team14,Team18,1.0,0.7,0.8,0.35,2
Team20,Team15,1.57,0.84,0.85,0.58,2
Team47,Team30,2.18,1.47,0.45,0.4,2
Team20,Team11,2.35,2.39,0.7,0.44,1
Team45,Team18,1.93,1.71,0.63,0.6,1
Team28,Team46,2.0,0.94,0.48,0.5,2
Team10,Team44,2.58,2.83,0.75,0.81,0
Team34,Team36,1.47,1.48,0.67,0.37,1
Team24,Team20,2.16,1.6,0.87,0.66,2
Team35,Team32,1.7,2.19,0.49,0.35,0
Team35,Team30,2.87,1.71,0.84,0.8,2
Team14,Team25,2.27,1.59,0.45,0.71,2
Team32,Team37,0.95,2.79,0.75,0.86,0
Team46,Team9,2.85,1.42,0.33,0.76,2
Team22,Team4,1.99,1.72,0.32,0.67,1
Team38,Team21,2.92,2.01,0.75,0.86,2
Team8,Team35,0.59,2.26,0.47,0.65,0
Team22,Team33,0.51,2.96,0.83,0.84,0
Team33,Team26,1.36,2.73,0.47,0.64,0
Team8,Team39,2.8,0.85,0.43,0.63,2
Team8,Team44,2.05,1.08,0.3,0.75,2
Team4,Team17,2.71,2.25,0.58,0.61,2
Team36,Team34,1.35,0.97,0.79,0.85,2
Team5,Team26,2.32,0.8,0.67,0.72,2
Team45,Team13,1.11,2.69,0.75,0.84,0
Team19,Team46,2.52,2.09,0.48,0.89,1
Team39,Team36,2.08,1.95,0.46,0.85,1
Team16,Team26,1.37,2.3,0.76,0.55,0
Team6,Team15,2.05,0.66,0.36,0.69,2
Team39,Team32,1.43,2.62,0.8,0.53,0
Team10,Team18,1.26,1.17,0.62,0.66,1
Team8,Team14,1.52,1.03,0.59,0.5,2
Team23,Team42,2.19,2.08,0.58,0.63,1
Team30,Team23,0.56,2.06,0.45,0.7,0
Team6,Team33,2.9,0.53,0.89,0.71,2
Team22,Team44,0.68,2.55,0.6,0.81,0
Team38,Team42,2.2,2.98,0.44,0.67,0
Team36,Team42,0.6,0.54,0.37,0.69,1
Team31,Team24,1.27,1.22,0.85,0.82,1
Team13,Team30,0.68,2.74,0.83,0.81,0
Team4,Team22,2.72,1.1,0.47,0.33,2
Team8,Team29,1.54,1.07,0.44,0.84,1
Team35,Team29,2.04,1.69,0.53,0.85,1
Team49,Team15,1.36,1.75,0.57,0.61,0
Team9,Team10,1.69,1.56,0.82,0.63,2
Team7,Team12,2.07,2.32,0.71,0.58,1
Team44,Team17,1.44,2.1,0.6,0.81,0
Team36,Team31,1.56,0.97,0.31,0.61,1
Team50,Team8,0.71,1.65,0.75,0.89,0
Team27,Team19,1.11,2.29,0.66,0.43,0
Team42,Team49,0.9,1.01,0.77,0.4,1
Team24,Team21,1.76,2.63,0.71,0.84,0
Team30,Team13,2.94,2.25,0.6,0.4,2
Team29,Team15,2.2,2.31,0.88,0.46,2
Team22,Team30,1.68,2.18,0.66,0.55,0
Team20,Team22,1.33,2.65,0.58,0.78,0
Team45,Team44,2.43,1.33,0.8,0.46,2
Team44,Team42,1.04,1.69,0.49,0.46,0
Team31,Team9,0.9,2.47,0.89,0.31,0
Team50,Team21,1.13,0.6,0.54,0.86,1
Team2,Team31,1.75,2.68,0.35,0.71,0
Team7,Team17,2.17,2.86,0.79,0.33,1
Team37,Team42,0.63,1.4,0.79,0.67,0
Team19,Team5,2.3,1.74,0.32,0.65,1
Team49,Team42,2.01,2.5,0.65,0.9,0
Team17,Team27,2.57,0.77,0.36,0.56,2
Team23,Team31,2.17,0.65,0.69,0.83,2
Team12,Team2,2.55,2.46,0.63,0.39,2
Team38,Team7,2.35,2.52,0.47,0.52,1
Team2,Team15,0.51,0.62,0.3,0.69,0
Team44,Team12,1.24,2.78,0.42,0.53,0
Team40,Team44,1.57,1.89,0.35,0.77,0
Team13,Team50,1.13,1.56,0.77,0.88,0
Team26,Team27,2.53,1.25,0.63,0.47,2
Team13,Team25,1.33,0.59,0.39,0.85,1
Team14,Team6,2.45,1.22,0.54,0.74,2
Team41,Team30,1.64,2.57,0.89,0.82,0
Team14,Team27,0.52,1.73,0.62,0.42,0
Team20,Team14,2.55,1.59,0.34,0.77,2
Team26,Team41,0.75,2.08,0.83,0.83,0
Team39,Team35,2.67,0.51,0.53,0.79,2
Team14,Team37,2.0,2.02,0.52,0.84,0
Team41,Team15,0.83,1.98,0.68,0.33,0
Team4,Team27,2.49,0.62,0.81,0.69,2
Team22,Team42,1.37,0.55,0.8,0.39,2
Team21,Team45,2.73,2.72,0.63,0.69,1
Team8,Team45,0.63,2.36,0.6,0.69,0
Team24,Team33,1.22,2.92,0.67,0.54,0
Team49,Team34,1.49,2.54,0.64,0.33,0
Team40,Team48,2.66,1.91,0.87,0.34,2
Team4,Team25,0.98,1.88,0.53,0.39,0
Team36,Team27,1.84,1.19,0.59,0.75,2
Team41,Team38,1.37,2.37,0.81,0.53,0
Team4,Team37,2.72,3.0,0.7,0.89,0
Team22,Team14,2.33,1.47,0.56,0.39,2
Team16,Team39,2.06,1.36,0.39,0.46,2
Team7,Team28,2.03,2.86,0.33,0.3,0
Team12,Team24,1.21,2.7,0.5,0.47,0
Team46,Team13,0.86,1.95,0.4,0.55,0
Team37,Team14,0.55,0.54,0.61,0.72,1
Team47,Team40,1.4,2.5,0.61,0.64,0
Team47,Team46,2.51,0.83,0.73,0.56,2
Team17,Team29,1.75,2.9,0.74,0.75,0
Team7,Team30,1.54,0.71,0.66,0.36,2
Team8,Team43,2.54,1.83,0.38,0.32,2
Team49,Team20,2.0,2.28,0.48,0.61,0
Team34,Team46,1.66,2.0,0.77,0.43,1
Team41,Team23,0.66,2.42,0.73,0.83,0
Team16,Team26,1.89,1.32,0.57,0.69,2
Team1,Team6,2.05,1.86,0.74,0.72,1
Team40,Team15,2.2,2.68,0.56,0.55,0
Team18,Team36,1.96,0.68,0.84,0.32,2
Team21,Team39,2.63,1.5,0.48,0.78,2
Team21,Team17,0.51,2.9,0.66,0.79,0
Team12,Team11,0.67,0.93,0.49,0.49,1
Team21,Team24,1.74,1.03,0.53,0.63,2
Team19,Team24,1.96,2.37,0.61,0.36,1
Team34,Team33,1.27,2.93,0.37,0.87,0
Team31,Team39,1.8,2.99,0.61,0.63,0
Team13,Team23,1.98,2.08,0.81,0.48,1
Team8,Team37,2.76,2.75,0.89,0.84,1
Team48,Team6,2.56,1.52,0.89,0.58,2
Team17,Team46,1.69,0.9,0.49,0.43,2
Team47,Team39,1.7,1.91,0.66,0.68,1
Team9,Team6,0.54,1.34,0.41,0.71,0
Team36,Team8,0.98,1.02,0.7,0.85,1
